,LPS,NACE (DELETE!),GNFR,E-PRTR/PRTR Facility ID,Height class (TODO),Longitude,Latitude,NOx (as NO2) [kt],NMVOC [kt],SOx (as SO2) [kt],NH3 [kt],PM2.5 [kt],PM10 [kt],CO [kt],Pb [t],Cd [t],Hg [t],PCDD/ PCDF (dioxins/ furans) [g I-Teq],PAHs [t],HCB [kg],PCBs [kg]
671,Landwirtschaft Körner GmbH & Co.Betriebs KG,146: Raising of swine/pigs,,16-90-71257880001,,10.5893013058503,51.2268047099623,,,,0.0111,,,,,,,,,,
672,Landwirtschaft Wallhausen GmbH u. Co. KG,146: Raising of swine/pigs,,14464,,11.2130110475718,51.4638901967003,,,,0.018,,,,,,,,,,
673,Landwirtschaftsbetrieb Gerrit Meyer,146: Raising of swine/pigs,,11194,,12.0288217954662,51.644699387727,,,,0.014,,,,,,,,,,
674,Landwirtschaftsbetrieb Johannes Wübbel & Schweineaufzucht Parkentin GbR Landwirtschaftsbetrieb Johannes Wübbel & Schweineaufzucht Parkentin GbR,146: Raising of swine/pigs,,13-30-1070148,,11.9806189276764,54.0877707067819,,,,0.0185,,,,,,,,,,
675,Landwirtschaftsbetrieb T. Winnige,147: Raising of poultry,,12-30642931000,,14.3021576335202,52.6174860033109,,,,0.0157,,,,,,,,,,
676,Lech-Stahlwerke GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-09-772-0119-0001,,10.8601775008526,48.5106659892612,0.482,0.4,0.264,,,,2.72,,,,,,,
677,Legehennenanlage Koppatz,147: Raising of poultry,,12-40710590000,,14.4464515202185,51.6949805902185,,,,0.0152,,,,,,,,,,
678,"Legehennenanlage Radeburg ""Waldrose""",147: Raising of poultry,,14-72-50976002542,,13.7313122409936,51.2429678094454,,,,0.0255,,,,,,,,,,
679,Legehennenanlage Roggosen,147: Raising of poultry,,12-40710200000,,14.4496849274135,51.7146871829699,,,,0.0324,,0.0642,,,,,,,,
680,Legehennenanlage Wittenburg,150: Mixed farming,,13-40-1354147,,11.0684891844055,53.5010047012577,,,,0.0432,,,,,,,,,,
681,Legehennenhaltung Grambow,147: Raising of poultry,,13-40-1358091,,11.2803454083958,53.6077284959948,,,,0.0807,,,,,,,,,,
682,Legehennenhaltung LSL Rhein-Main,147: Raising of poultry,,06-00021830533,,8.12579385348976,50.469571632873,,,,0.0158,,,,,,,,,,
683,Legehennenstallanlage  Gut Falkenhain,147: Raising of poultry,,16-76-00200160000,,12.2966689498932,51.0697897010603,,,,0.0448,,,,,,,,,,
684,"Leicoma PIG-Zucht GmbH Polkenberg, SZA Göritz",146: Raising of swine/pigs,,14-65-58268060000,,12.9387749999449,51.1868502250048,,,,0.0132,,,,,,,,,,
685,Leipa Georg Leinfelder GmbH,1712: Manufacture of paper and paperboard,B_Industry,06-09-185-0458-0001,,11.2624019316557,48.5567059585958,0.103,0.214,,,,,,,,,,,,
686,Leisink Schweinehaltung GmbH,146: Raising of swine/pigs,,16-82-75294900001,,10.9308178995551,51.3442892309711,,,,0.0322,,,,,,,,,,
687,Leisink Schweinehaltung GmbH,146: Raising of swine/pigs,,16-85-70129080000,,11.914569646171,50.4989529667153,,,,0.032,,,,,,,,,,
688,"Lemmermöhle, Heiner",146: Raising of swine/pigs,,03-91-45900101110,,7.93944606824316,52.5138307321207,,,,0.0104,,,,,,,,,,
689,Letschiner Putenmast GmbH & Co. KG,147: Raising of poultry,,12-30640680000,,14.3424967233463,52.6313008877265,,,,0.0193,,,,,,,,,,
690,"Leurs, Tobias Margarethenhof",146: Raising of swine/pigs,,06-05-358-0321266,,6.67431753902873,50.8042211236328,,,,0.0144,,,,,,,,,,
691,Liapor GmbH & Co. KG,2349: Manufacture of other ceramic products,B_Industry,06-09-474-0021-0001,,11.024535543794,49.7695192354514,0.137,,,,,,,,,,,,,
692,Liemershof GmbH & Co. KG,146: Raising of swine/pigs,,18162,,10.9971315727684,52.0972831448336,,,,0.0381,,,,,,,,,,
693,Limbeck GbR Gerd,147: Raising of poultry,,03-88-45600304790,,7.19947651085844,52.3574068844506,,,,0.0103,,,,,,,,,,
694,Linde Gas Produktionsgesellschaft mbH & Co. KG,2011: Manufacture of industrial gases,B_Industry,14636,,12.0020985966455,51.3225998549383,,,,,,,,,,,,,,
695,Linde Gas Produktionsgesellschaft mbH & Co. KG / TOTAL,2011: Manufacture of industrial gases,B_Industry,18243,,11.9958175443405,51.2901100291085,,,,,,,0.736,,,,,,,
696,"Linde Material Handling GmbH, Werk IV",2451: Casting of iron,B_Industry,06-09-676-0020-0001,,9.21952679699917,49.6769710011015,,,,,,,,,,,,,,
697,Loher Landei GmbH & Co KG,147: Raising of poultry,,03-92-46000094750,,8.23905979028276,52.7619551942587,,,,0.0277,,,,,,,,,,
698,"Loose, Matthias",146: Raising of swine/pigs,,06-05-566-9970089,,7.52556076952671,52.2943662660215,,,,0.0103,,,,,,,,,,
699,Louis Dreyfus Company  Wittenberg GmbH,1041: Manufacture of oils and fats,B_Industry,15317,,12.576918876237,51.871126749952,,,0.428,,,,,,,,,,,
700,Lubmin Oils GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,13-60-80153,,13.6586443424981,54.1387984495436,,,0.105,,,,,,,,,,,
701,Ludwig Wührer,146: Raising of swine/pigs,,06-09-279-4000-0001,,12.6802356645438,48.5458379361895,,,,0.0155,,,,,,,,,,
702,Luitpoldhütte GmbH,2451: Casting of iron,B_Industry,06-09-361-0003-0001,,11.8384187458384,49.4632300295192,,,,,,,,,,,,,,
703,Lügering GbR,146: Raising of swine/pigs,,03-88-45602529640,,7.16522115095759,52.5275647727836,,,,0.014,,,,,,,,,,
704,"M+S Farmbetriebe GmbH gr. Schürmann, Dirk",146: Raising of swine/pigs,,03-85-45300829700,,8.11399182860813,52.9298644419424,,,,0.0116,,,,,,,,,,
705,M. & S. Farmbetriebe GmbH,147: Raising of poultry,,03-92-46000755700,,8.04416853394001,52.5448140018828,,,,0.0127,,,,,,,,,,
706,M. Busch GmbH & Co KG,2451: Casting of iron,B_Industry,06-05-900-0083587,,8.33804978881138,51.3532159947869,,,,,,,,,,,,,,
707,MAN Energy Solutions SE,2451: Casting of iron,B_Industry,06-09-761-0034-0001,,10.8982696016807,48.381583712217,,,0.152,,,,,,,,,,,
708,MAN Truck & Bus AG Werk München,2910: Manufacture of motor vehicles,E_Solvents,06-09-162-0208-0001,,11.475049264485,48.218564085822,,,0.348,,,,,,,,,,,
709,MET Brutei KG,147: Raising of poultry,,14-65-65001222222,,13.1013235860562,51.2092521344193,,,,0.0505,,,,,,,,,,
710,MEYER WERFT GmbH & Co. KG,3011: Building of ships and floating structures,E_Solvents,03-04-04247360320,,7.36169779807283,53.0975275264707,0.17,,0.104,,,,,,,,,,,
711,MHB Hamm Betriebsführungsgesell schaft mbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-900-0302988,,7.74479304914708,51.6800564497572,0.342,,,,,,,,,,,,,
712,MHKW Coburg,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-400-1434-0001,,10.9548687286942,50.2852883741028,,,,,,,,,,,,,,
713,MHKW/HKW Nordweststadt,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-00004010412,,8.63537372343064,50.1615459078432,0.74,,,0.0214,,,,,,,,,,
714,MIBRAG Deuben,3511: Production of electricity,A_PublicPower,18039,,12.0767791499131,51.1120671473592,0.575,0.848,,,,,,,,0.0295,,,,
715,MIBRAG Wählitz,3511: Production of electricity,A_PublicPower,18040,,12.0763996501378,51.1663262199263,,0.231,,,,,,,,0.0105,,,,
716,MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG,1920: Manufacture of refined petroleum products,B_Industry,06-08-2719371,,8.32904999188603,49.0578092936465,1.49,1.93,0.355,,,0.073,,,,,,,,
717,MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG,1920: Manufacture of refined petroleum products,B_Industry,06-08-2719398,,8.34639162171066,49.0568383296031,0.724,1.03,0.25,,,,,,,,,,,
718,MKW Weißenhorn,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-700-0201-0001,,10.1339077719878,48.298927775589,,,,,,,,,,,,,,
719,MSP Müller Spot Plating GmbH,2561: Treatment and coating of metals,B_Industry,06-08-25012653,,8.59643738197313,48.9637003230423,,,,,,,,,,,,,,
720,MVA Bielefeld-Herford GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-700-0297171,,8.60625660813456,52.0425686575732,,,,,,,,,,,,,,
721,MVA Weisweiler GmbH & Co. KG,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-300-9001747,,6.30958456497815,50.8379940631326,0.137,,,,,,,,,,,,,
722,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-02-B74515H000,,9.9347254971451,53.5211662263952,0.14,,,,,,,,,,,,,
723,MVV Enamic IGS Gersthofen GmbH,3530: Steam and air conditioning supply,J_Waste,06-09-772-0109-0001,,10.8824296246583,48.4446168967155,0.107,,,,,,,,,,,,,
724,MVV Umwelt Asset GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,15282,,11.9957640034844,51.3247410197755,0.355,,,,,,,,,,,,,
725,MVV Umwelt Asset GmbH - BMKW Mannheim,3511: Production of electricity,J_Waste,06-08-26030482,,8.45264728779142,49.5264829090816,0.115,,,,,,,,,,,,,
726,MVV Umwelt Asset GmbH - MHKW Mannheim,3511: Production of electricity,J_Waste,06-08-9169156,,8.45245552613289,49.5213819157734,0.183,,,,,,,,,,,,,
727,MVV Umwelt Asset GmbH Standort Königs Wusterhausen,3511: Production of electricity,J_Waste,12-50612000134,,13.6371148657617,52.3042390227691,0.101,,,,,,,,,,,,,
728,Magdeburg Städtischer Abfallwirtschaftsbetrieb Hängelsberge,3900: Remediation activities and other waste management services,5.d,14375,,11.5337657848318,52.0898795413557,,,,,,,,,,,,,,
729,Magna Exteriors  Systems GmbH,2932: Manufacture of other parts and accessories for motor vehicles,E_Solvents,06-00677010438,,8.87503683979462,50.084694759553,,,0.125,,,,,,,,,,,
730,"Mainova, HKW Niederrad",3511: Production of electricity,A_PublicPower,06-00464020412,,8.6278280081721,50.0857034445538,,,,,,,,,,,,,,
731,"Mainova, HKW West",3511: Production of electricity,A_PublicPower,06-00464010412,,8.65323174770217,50.0985534947673,0.466,0.263,,,,,,,,,,,,
732,Mark-E Aktiengesellschaft,3511: Production of electricity,A_PublicPower,06-05-900-0045033,,7.70458330782109,51.2754170592059,0.315,,,,,,,,,,,,,
733,Mark-E Aktiengesellschaft,3511: Production of electricity,A_PublicPower,06-05-900-0080266,,7.48883654780729,51.4112097924167,0.29,,,,,,,,,,,,,
734,Mark-E Aktiengesellschaft Cuno Heizkraftwerk,3511: Production of electricity,A_PublicPower,06-05-900-0125939,,7.40852995342539,51.4015497216711,0.119,,,,,,,,,,,,,
735,Markus Dahl,146: Raising of swine/pigs,,06-05-774-0195608,,8.79687101284203,51.5477304187687,,,,0.0151,,,,,,,,,,
736,Martinswerk GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-05-300-0181417,,6.6666520565427,50.9459336278585,1.09,,,,,,,,,,,,,
737,Mastbetrieb Menke KG,150: Mixed farming,,03-91-45902656580,,7.90618579118135,52.5891564009498,,,,0.0674,,,,,,,,,,
738,Mecklenburger Broiler-Farm GmbH,147: Raising of poultry,,13-30-213,,11.6904415856743,54.0437747830371,,,,0.0124,,,,,,,,,,
739,Mecklenburger Broiler-Farm GmbH,147: Raising of poultry,,13-30-1070137,,11.7217065477166,54.0545956054195,,,,0.029,,,,,,,,,,
740,MeierGuss Limburg GmbH,2451: Casting of iron,B_Industry,06-00060070533,,8.04238293063887,50.4013462055862,,,,,,,,,,,,,,
741,Meierjohann Friedrich,146: Raising of swine/pigs,,06-05-766-0168439,,8.96242977180931,52.0211657686668,,,,0.0106,,,,,,,,,,
742,Meinering GbR,146: Raising of swine/pigs,,03-88-45600304820,,7.17060580751866,52.3922102204792,,,,0.0107,,,,,,,,,,
743,"Merten, Rudolf",146: Raising of swine/pigs,,06-05-570-0439408,,7.88269035718752,51.9776151973153,,,,0.011,,,,,,,,,,
744,"Meyer, Andreas",146: Raising of swine/pigs,,06-05-554-0266835,,6.9868023074935,52.1800339563514,,,,0.0177,,,,,,,,,,
745,"Meyer, Jürgen",146: Raising of swine/pigs,,03-85-45300616640,,8.05544964416346,52.7533533275468,,,,0.012,,,,,,,,,,
746,Mint of Finland GmbH,2441: Precious metals production,B_Industry,14-60-21700020000,,13.338145111242,50.9586281746474,,,,,,,,,,,,,,
747,"Mochauer Landwirtschafts GmbH, SMA Präbschütz",146: Raising of swine/pigs,,14-65-58654160000,,13.2093540551589,51.1245131560864,,,,0.0234,,,,,,,,,,
748,Moritz J. Weig GmbH & Co. KG,1712: Manufacture of paper and paperboard,B_Industry,07-01-126351,,7.22082908523668,50.3135652224111,0.294,,,,,,,,,,,,,
749,Multi-Color Hann. Münden  Germany GmbH,1812: Other printing,E_Solvents,03-05-05231923950,,9.64848546163432,51.4136008737518,,,0.162,,,,,,,,,,,
750,Märker Kalk GmbH,2352: Manufacture of lime and plaster,3.c.iii,06-08-2486806,,9.90239159061011,48.4191138125981,,,,,,,,,,,,,,
751,Märker Kalk GmbH,2352: Manufacture of lime and plaster,3.c.iii,06-09-779-0083-0A30,,10.6995916580212,48.7738013136216,,,,,,,,,,,,,,
752,Märker Zement GmbH,2351: Manufacture of cement,3.c.i,06-09-779-0005-0030,,10.7003167853336,48.7767324659855,1.396,,,0.1772,,,17.0,,,0.0424,,,,
753,Möddel GbR,146: Raising of swine/pigs,,03-88-45602536500,,7.22109176894669,52.4758187338265,,,,0.0223,,,,,,,,,,
754,Mönchpfiffel Schweinemastbetriebs GmbH Schweinemastanlage Mönchpfiffel,146: Raising of swine/pigs,,16-82-76421920000,,11.3824673871383,51.3714235989521,,,,0.0396,,,,,,,,,,
755,Müllheizkraftwerk Bamberg,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-400-1433-0001,,10.853800243636,49.911945403309,,,,,,,,,,,,,,
756,Müllheizkraftwerk Burgkirchen,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-100-1000-0001,,12.7346574695354,48.1851535028379,,,,,,,,,,,,,,
757,Müllheizkraftwerk Kempten,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-700-0500-0001,,10.3191030922049,47.7588634843541,,,,,,,,,,,,,,
758,Müllheizkraftwerk Rothensee GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,15060,,11.6803262226312,52.1852014179871,0.976,,,,,,,,,0.0206,,,,
759,Müllheizkraftwerk Würzburg,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-600-0026-0001,,9.99459282188118,49.7926902242503,0.116,,,,,,,,,,,,,
760,Müllkraftwerk Schwandorf,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-300-0109-0001,,12.087894295065,49.3100349557949,0.172,,,,,,,,0.0134,,,,,
761,Müllverbrennung Kiel GmbH & Co. KG - Müllheizkraftwerk Kiel,3821: Treatment and disposal of non-hazardous waste,J_Waste,01-50-02000282800,,10.1110669503614,54.3073253576429,,,,,,,,,,,,,,
762,Müllverbrennungsanlage,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-500-2025-0002,,11.0554678656298,49.4355256966054,,,,,,,,,,,,,,
763,"Müllverwertung Borsigstraße GmbH, (MVB)",3821: Treatment and disposal of non-hazardous waste,J_Waste,06-02-B74518A001,,10.0739970315482,53.5314303743073,0.51,,,,,,,,,,,,,
764,Müllverwertungsanlage Bonn GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-300-0362088,,7.07750000287546,50.7336148391429,0.148,,,,,,,,,,,,,
765,NEUE HALBERG-GUSS GmbH,2451: Casting of iron,B_Industry,06-10-0079761,,7.03587284439187,49.2104170284362,,,,,,,,,,,,,,
766,NOEX AG Zerlegezentrum,3822: Treatment and disposal of hazardous waste,J_Waste,06-05-100-0569551,,6.61594495490748,51.0845063362531,,,,,,,,,,,,,,
767,NOVA Weickelsdorf GmbH & Co. KG-Thierbach,146: Raising of swine/pigs,,12957,,11.9696998874684,51.0498047903386,,,,0.0303,,,,,,,,,,
768,"Nachtmann GmbH, Werk Weiden",2313: Manufacture of hollow glass,B_Industry,06-09-363-0007-0001,,12.1635927395627,49.6970343756333,0.125,,,,,,,,,,,,,
769,Neichener Schweinehaltungs KG;  SMA Neichen,146: Raising of swine/pigs,,14-83-54708850000,,12.7682024065338,51.2937112726868,,,,0.0194,,,,,,,,,,
770,"Niemeyer, Heinrich",146: Raising of swine/pigs,,03-85-45300962000,,7.96558225579532,52.7703053298995,,,,0.0102,,,,,,,,,,
771,"Niersverband, Kläranlage Geldern",3700: Sewerage,J_Waste,06-05-100-9021994,,6.31367514935274,51.5425685679174,,,,,,,,,,,,,,
772,"Niersverband, Kläranlage Goch",3700: Sewerage,J_Waste,06-05-100-9021995,,6.15034730481431,51.6904340468153,,,,,,,,,,,,,,
773,"Niersverband, Kläranlage Grefrath",3700: Sewerage,J_Waste,06-05-100-9021996,,6.35460244455147,51.3467834645747,,,,,,,,,,,,,,
774,"Niersverband, Kläranlage Mönchengladbach-Neuwerk",3700: Sewerage,J_Waste,06-05-100-9021998,,6.46633537076978,51.2389709185173,,,,,,,,,,,,,,
775,Noelle + von Campe GmbH & Co.KG,2313: Manufacture of hollow glass,B_Industry,03-07-07000224040,,9.39876580262597,51.7560393055625,0.104,,,,,,,,,,,,,
776,Nolte Holzwerkstoff GmbH & Co. KG,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,07-05-8308350,,8.37670468533186,49.1993956553893,0.159,,0.226,,,,,,,,,,,
777,Nordenhamer Zinkhütte GmbH,"2443: Lead, zinc and tin production",B_Industry,03-09-09261144770,,8.50231376530734,53.5072808026484,,,,,,,,,,,,,,
778,Nordland Papier GmbH Papierfabrik,1712: Manufacture of paper and paperboard,B_Industry,03-04-04247180070,,7.3623602809326,52.9777487226594,0.23,,,,,,,,,,,,,
779,Nordzucker AG Werk Nordstemmen,1081: Manufacture of sugar,B_Industry,03-07-07244473830,,9.79506332154025,52.1709049159078,,,,,,,,,,,,,,
780,Nordzucker AG Werk Uelzen,1081: Manufacture of sugar,B_Industry,03-08-08271405180,,10.5595538731268,52.9783673737054,0.651,1.548,,,,,,,,,,,,
781,"Nordzucker AG, Werk Klein Wanzleben",1081: Manufacture of sugar,B_Industry,15397,,11.3851889409363,52.0742401640894,,,,,,,,,,,,,,
782,Norzinco GmbH Harzer Zinkoxide,2013: Manufacture of other inorganic basic chemicals,B_Industry,03-01-01227355050,,10.4953637465032,51.9075922558478,,,,,,,,,,,,,,
783,Nottmeier Agrar GmbH,146: Raising of swine/pigs,,12-20730200000,,13.9222500235311,53.0765678051178,,,,0.0131,,,,,,,,,,
784,Nynas GmbH & Co. KG Raffinerie Harburg,1920: Manufacture of refined petroleum products,B_Industry,06-02-B2A100H003,,9.97024203411488,53.4865900821362,,,,,,,,,,,,,,
785,"Närmann, Winfried",146: Raising of swine/pigs,,06-05-558-0160645,,7.56544434208499,51.8081711332039,,,,0.0157,,,,,,,,,,
786,O-I GLASSPACK GmbH & Co. KG Werk Rinteln,2313: Manufacture of hollow glass,B_Industry,03-07-07236189580,,9.06518216738345,52.1982183792564,0.175,,,,,,,,,,,,,
787,O-I Germany GmbH & Co. KG Glashütte Holzminden,2313: Manufacture of hollow glass,B_Industry,03-07-07236911950,,9.44377393774047,51.808612308684,0.163,,,,,,,,,,,,,
788,O-I Germany GmbH & Co. KG Werk Bernsdorf,2731: Manufacture of fibre optic cables,B_Industry,14-70-46874280000,,14.0672171484776,51.3695908404325,0.197,0.216,,,,,,,,,,,,
789,ODEGA Hähnchenmast GmbH,147: Raising of poultry,,12-10650290000,,13.0468736955706,53.0828328587996,,,,0.0103,,,,,,,,,,
790,OIE AG Biomasse HKW Neubrücke,3530: Steam and air conditioning supply,J_Waste,07-02-2411074,,7.17140668462104,49.6034960741515,,,,,,,,,,,,,,
791,OMV Werk Burghausen,1920: Manufacture of refined petroleum products,B_Industry,06-09-171-3001-0B01,,12.8364904939621,48.1930004860415,3.824,7.28,,,,,,,,,,,,
792,OPTERRA Zement GmbH Werk Karsdorf,2351: Manufacture of cement,3.c.i,14340,,11.6603377807006,51.2702196021692,1.47,0.617,,0.0738,,,0.579,,,0.0391,,,,
793,OTTO FUCHS Dülken GmbH & Co. KG,2444: Copper production,B_Industry,06-05-100-0039286,,6.34023165491807,51.2588728878892,,,,,,,,,,,,,,
794,Oberpfälzer Frischei GmbH Farm Zottelhof,147: Raising of poultry,,06-09-375-0008-0001,,11.8201800000375,49.1113624221231,,,,0.014,,,,,,,,,,
795,Oehnaland Agrargesellschaft mbH,146: Raising of swine/pigs,,12-50720090000,,13.0691285707896,51.9184898111427,,,,0.0218,,,,,,,,,,
796,Oetinger Aluminium WH GmbH,2442: Aluminium production,B_Industry,06-09-775-0152-0001,,10.1382294990348,48.3022679214572,0.278,,,,,,,,,,,,,
797,Olsberg GmbH,2451: Casting of iron,B_Industry,06-05-900-0041558,,8.49905153214029,51.3554447798067,,,,,,,,,,,,,,
798,Opel Automobile GmbH,2910: Manufacture of motor vehicles,E_Solvents,06-00000130433,,8.39160985458514,49.9871740123704,,,0.404,,,,,,,,,,,
799,Open Grid Europe Erdgasverdichterstation Werne,3522: Distribution of gaseous fuels through mains,A_PublicPower,06-05-900-0220187,,7.57956945695337,51.6826705424256,,,,,,,,,,,,,,
800,Open Grid Europe GmbH,3522: Distribution of gaseous fuels through mains,A_PublicPower,06-05-300-0142460,,6.17669616104448,50.7862163794677,0.11,,,,,,,,,,,,,
801,Opterra Wössingen GmbH,2351: Manufacture of cement,3.c,06-08-3265552,,8.61444237836236,49.0170521920622,0.586,,,0.0388,,,1.66,,,0.0726,,,,
802,Orion Engineered Carbons GmbH Werk Kalscheuren,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-05-300-0214067,,6.91846142619726,50.8735010569466,2.346,2.73,,,,,,,,,,,,
803,Osterwohler Schweinezucht GmbH Osterwohler Schweinezucht GmbH,146: Raising of swine/pigs,,03-57-15100702990,,10.5530578002086,52.7270407954821,,,,0.0138,,,,,,,,,,
804,"Osthoff-Dahlhoff, Dirk Agrarenergie Osthoff GmbH & Co. KG",147: Raising of poultry,,06-05-974-0456679,,8.00516130298319,51.6221073207783,,,,0.437,,0.0943,,,,,,,,
805,Oxea Produktion GmbH & Co. KG Werk Ruhrchemie,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-100-0990908,,6.79844793202542,51.5255027365178,0.9299999999999999,,,,,,,,,,,,,
806,Oxxynova GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,03-06-06255081860,,9.03627397212958,52.5963864441381,,,,,,,1.38,,,,,,,
807,PCK Raffinerie GmbH Schwedt,1920: Manufacture of refined petroleum products,B_Industry,12-20730670000,,14.2381215333281,53.0875852913882,13.5,28.979999999999997,2.628,,,,,,,,,,,
808,PD energy GmbH,3900: Remediation activities and other waste management services,J_Waste,15563,,12.2891559105957,51.6303135369853,0.14,,,,,,,,,,,,,
809,PELAPRO Pigs GmbH,146: Raising of swine/pigs,,15572,,11.1929070428325,52.5049960275642,,,,0.0491,,,,,,,,,,
810,PQ Germany GmbH,"2319: Manufacture and processing of other glass, including technical glassware",B_Industry,14-80-54385770000,,12.7349150338221,51.3550462587706,0.164,,,,,,,,,,,,,
811,"Pagenkamp-Emke, Brigitte",146: Raising of swine/pigs,,03-85-45300409840,,8.05817820244974,52.8315257158894,,,,0.0105,,,,,,,,,,
812,Pagenstert Mast GmbH,146: Raising of swine/pigs,L_AgriOther,03-92-46000620030,,8.21611085509512,52.7153361913216,,,,0.011,,,,,,,,,,
813,Palm Power GmbH & Co. KG,3511: Production of electricity,A_PublicPower,06-09-674-2071-0001,,10.6529717316452,49.9840535024825,0.121,,,,,,,,,,,,,
814,Palm Power GmbH & Co. KG,3511: Production of electricity,A_PublicPower,07-05-8815430,,8.26024856757039,49.049904432866,0.312,,,,,,,,,,,,,
815,Papier- u. Kartonfabrik Varel GmbH & Co. KG,1712: Manufacture of paper and paperboard,B_Industry,03-09-09281337040,,8.1328158702133,53.4030559811425,0.30000000000000004,,,,,,,,,,,,,
816,Papier-Mettler Kunststoffe KG (Werk 1),2222: Manufacture of plastic packing goods,E_Solvents,07-03-4037901,,7.12574261005268,49.8064639761246,,,0.399,,,,,,,,,,,
817,Papier-Mettler Kunststoffe KG (Werk 2),2222: Manufacture of plastic packing goods,E_Solvents,07-03-4335517,,7.10810337864862,49.8036496322963,,,0.452,,,,,,,,,,,
818,Papierfabrik A. Jass GmbH & Co.KG,1712: Manufacture of paper and paperboard,B_Industry,06-76400010631,,9.68161925929007,50.5675105604299,0.534,,0.206,,,,,,,,,,,
819,Papierfabrik August Koehler SE,1712: Manufacture of paper and paperboard,B_Industry,06-08-4124448,,8.0862290122325,48.5268120365493,,,,,,,,,,,,,,
820,Papierfabrik Palm GmbH & Co.KG,1712: Manufacture of paper and paperboard,B_Industry,06-08-1479296,,10.1175831009551,48.8238722817887,,,,,,,,,,,,,,
821,Peene Landschwein GmbH & Co. KG,146: Raising of swine/pigs,L_AgriOther,13-60-80390,,13.7458031375435,54.0578354032638,,,,0.0109,,,,,,,,,,
822,Peiner Träger GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,03-01-01244136460,,10.2381861179188,52.3163564550162,0.606,0.398,,,,,5.34,,,0.1584,1.8,,,
823,Pelapro Ferkelproduktion GmbH Zollchow Carsten Sterling,146: Raising of swine/pigs,,12-60631120000,,12.2110942285826,52.5233064019685,,,,0.0134,,,,,,,,,,
824,"Peters, Willibald",146: Raising of swine/pigs,,03-85-45300723680,,7.80651315866112,52.9804128014676,,,,0.0108,,,,,,,,,,
825,Pfeifer & Langen GmbH & Co. KG Werk Jülich,1081: Manufacture of sugar,B_Industry,06-05-300-0907015,,6.37312120156879,50.9166163514705,0.321,,,,,,,,,,,,,
826,"Pfeifer & Langen GmbH & Co. KG, Werk Könnern",1081: Manufacture of sugar,B_Industry,11975,,11.7569547595901,51.6959573930981,,,,,,,,,,,,,,
827,Pfeifer Holz GmbH - Werk Unterbernbach,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-09-771-0027-0001,,11.1744474708088,48.528405012606,0.228,,,,,,,,,,,,,
828,Pfleiderer Baruth GmbH,3530: Steam and air conditioning supply,J_Waste,12-50724000156,,13.5082293309937,52.0792984578232,0.8579999999999999,,,,,,,,,,,,,
829,Pfleiderer Gütersloh GmbH (Werk 2),1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-05-700-0128330,,8.40002469780938,51.915454926183,0.23,,0.562,,,,,,,,,,,
830,Pfleiderer Leutkirch GmbH,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-08-5270898,,10.0150905714878,47.8315340383621,0.136,,0.158,,,,,,,,,,,
831,Pfleiderer Neumarkt GmbH Spanplattenwerk 2 und 3,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-09-373-0007-0001,,11.451341327793,49.2617090285203,0.585,,1.179,,,,,,,,,,,
832,Phoenix Zementwerke Krogbeumker Holding GmbH & Co.KG,2351: Manufacture of cement,3.c.i,06-05-500-0050929,,8.07317124217996,51.7602459644145,0.348,,,,,,,,,,,,,
833,Pilkington Deutschland AG -Werk Gladbeck-,2311: Manufacture of flat glass,B_Industry,06-05-500-0359243,,6.93341896789284,51.5662330196938,0.742,0.717,,,,,,,,,,,,
